,state,date,region_name,dailycases,note,CODE_2
364,China,20-02-02,Hainan,6.0,,CHN.9_1
365,China,20-02-03,Hainan,7.0,,CHN.9_1
366,China,20-02-04,Hainan,9.0,,CHN.9_1
367,China,20-02-05,Hainan,10.0,,CHN.9_1
368,China,20-02-06,Hainan,11.0,,CHN.9_1
369,China,20-02-07,Hainan,11.0,,CHN.9_1
370,China,20-02-08,Hainan,12.0,,CHN.9_1
371,China,20-02-09,Hainan,5.0,,CHN.9_1
372,China,20-02-10,Hainan,8.0,,CHN.9_1
373,China,20-02-11,Hainan,6.0,,CHN.9_1
374,China,20-02-12,Hainan,3.0,,CHN.9_1
375,China,20-02-13,Hainan,12.0,,CHN.9_1
376,China,20-02-14,Hainan,0.0,,CHN.9_1
377,China,20-02-15,Hainan,5.0,,CHN.9_1
378,China,20-02-16,Hainan,0.0,,CHN.9_1
379,China,20-02-17,Hainan,0.0,,CHN.9_1
380,China,20-02-18,Hainan,1.0,,CHN.9_1
381,China,20-02-19,Hainan,0.0,,CHN.9_1
382,China,20-02-20,Hainan,5.0,,CHN.9_1
383,China,20-02-21,Hainan,0.0,,CHN.9_1
384,China,20-02-22,Hainan,0.0,,CHN.9_1
385,China,20-02-23,Hainan,0.0,,CHN.9_1
386,China,20-02-24,Hainan,0.0,,CHN.9_1
387,China,20-02-25,Hainan,0.0,,CHN.9_1
388,China,20-02-26,Hainan,0.0,,CHN.9_1
389,China,20-02-27,Hainan,0.0,,CHN.9_1
390,China,20-02-28,Hainan,0.0,,CHN.9_1
391,China,20-02-29,Hainan,0.0,,CHN.9_1
392,China,20-03-01,Hainan,0.0,,CHN.9_1
393,China,20-03-02,Hainan,0.0,,CHN.9_1
394,China,20-03-03,Hainan,0.0,,CHN.9_1
395,China,20-03-04,Hainan,0.0,,CHN.9_1
396,China,20-03-05,Hainan,0.0,,CHN.9_1
397,China,20-03-06,Hainan,0.0,,CHN.9_1
398,China,20-03-07,Hainan,0.0,,CHN.9_1
399,China,20-03-08,Hainan,0.0,,CHN.9_1
400,China,20-03-09,Hainan,0.0,,CHN.9_1
401,China,20-03-10,Hainan,0.0,,CHN.9_1
402,China,20-03-11,Hainan,0.0,,CHN.9_1
403,China,20-03-12,Hainan,0.0,,CHN.9_1
404,China,20-03-13,Hainan,0.0,,CHN.9_1
405,China,20-03-14,Hainan,0.0,,CHN.9_1
406,China,20-03-15,Hainan,0.0,,CHN.9_1
407,China,20-02-01,Hebei,96.0,,CHN.10_1
408,China,20-02-02,Hebei,8.0,,CHN.10_1
409,China,20-02-03,Hebei,9.0,,CHN.10_1
410,China,20-02-04,Hebei,13.0,,CHN.10_1
411,China,20-02-05,Hebei,9.0,,CHN.10_1
412,China,20-02-06,Hebei,22.0,,CHN.10_1
413,China,20-02-07,Hebei,14.0,,CHN.10_1
414,China,20-02-08,Hebei,24.0,,CHN.10_1
415,China,20-02-09,Hebei,11.0,,CHN.10_1
416,China,20-02-10,Hebei,12.0,,CHN.10_1
417,China,20-02-11,Hebei,21.0,,CHN.10_1
418,China,20-02-12,Hebei,12.0,,CHN.10_1
419,China,20-02-13,Hebei,14.0,,CHN.10_1
420,China,20-02-14,Hebei,18.0,,CHN.10_1
421,China,20-02-15,Hebei,8.0,,CHN.10_1
422,China,20-02-16,Hebei,9.0,,CHN.10_1
423,China,20-02-17,Hebei,1.0,,CHN.10_1
424,China,20-02-18,Hebei,1.0,,CHN.10_1
425,China,20-02-19,Hebei,4.0,,CHN.10_1
426,China,20-02-20,Hebei,1.0,,CHN.10_1
